title,subTitle,totalScore,categoryName,address,locatedIn,neighborhood,street,city,postalCode,state,countryCode,plusCode,website,phone,temporarilyClosed,permanentlyClosed,isAdvertisement,rank,placeId,url,searchPageUrl,searchString,location,scrapedAt,popularTimesLiveText,popularTimesLivePercent,reviewsCountText,reviewsCount,imageUrls
Dani ఎలక్ట్రానిక్స్,,4.8,Electronics store,,,,,,,,,,,,,,,353,ChIJjyqpb5R9NjoRoghlwU0YirA,"https://www.google.com/maps/place/Dani+%E0%B0%8E%E0%B0%B2%E0%B0%95%E0%B1%8D%E0%B0%9F%E0%B1%8D%E0%B0%B0%E0%B0%BE%E0%B0%A8%E0%B0%BF%E0%B0%95%E0%B1%8D%E0%B0%B8%E0%B1%8D/@16.9807492,80.790264,9z/data=!3m1!4b1!4m5!3m4!1s0x3a367d946fa92a8f:0xb08a184dc16508a2!8m2!3d16.9815149!4d81.3507421?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":16.9815149,""lng"":81.3507421}",2021-02-05T20:22:47.214Z,,,4,4,"[""https://lh5.googleusercontent.com/p/AF1QipNsNJL9b9m3S7k3R5qJ8CotX9mnlYB29ocqPIMB=w1920-h1080-k-no""]"
HP India Software Operations Pvt Ltd,,4.5,Software company,"Pritech Park- SEZ, RMZ Ecospace Internal Rd, Bengaluru, Karnataka 560103",,"Pritech Park- SEZ, RMZ Ecospace Internal Rd","Pritech Park- SEZ, RMZ Ecospace Internal Rd",Bengaluru,560103,Karnataka,IN,"WMFJ+4W Bengaluru, Karnataka",hp.com,,,,,351,ChIJdSJZ2AsTrjsRsGf9nyptqUY,"https://www.google.com/maps/place/HP+India+Software+Operations+Pvt+Ltd/@12.9227548,77.6801724,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae130bd8592275:0x46a96d2a9ffd67b0!8m2!3d12.9227548!4d77.6823611?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9227548,""lng"":77.6823611}",2021-02-05T20:22:48.670Z,,,218,218,"[""https://lh5.googleusercontent.com/p/AF1QipP13iZI4rhXqVDEwNLVfTn_UHaVoHxaajloVnw=w1920-h1080-k-no""]"
"HP & DXC Office, Suryawave",,4.3,Software company,"Sy. No.61, Surya Wave, Bengaluru, Electronic City, Doddathogur, Karnataka 560100",,"Sy. No.61, Surya Wave","Sy. No.61, Surya Wave",Doddathogur,560100,Karnataka,IN,"RMW5+VJ Electronic City, Bengaluru, Karnataka",hp.com,,,,,352,ChIJbUgToZxsrjsRnXXziZ5lsBU,"https://www.google.com/maps/place/HP+%26+DXC+Office,+Suryawave/@12.8471441,77.656846,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae6c9ca113486d:0x15b0659e89f3759d!8m2!3d12.8471441!4d77.6590347?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.8471441,""lng"":77.6590347}",2021-02-05T20:22:50.194Z,,,996,996,"[""https://lh5.googleusercontent.com/p/AF1QipPlJkG2fvCrzQ4JktvtUPmsrBPG3XKv_7Vjm-mt=w1920-h1080-k-no""]"
Samsung Service Center,,2.6,Electronics repair shop,"No 162/B,2nd Cross ,6 Main J P Nagar, 3Rd Phase, Bangalore, Karnataka 560078      address5",,"No 162/B,2nd Cross ,6 Main J P Nagar, 3Rd Phase","No 162/B,2nd Cross ,6 Main J P Nagar, 3Rd Phase",Bangalore,560078,Karnataka,IN,"WH5W+7W Bengaluru, Karnataka",samsung.com,080 4162 4361,,,,350,ChIJr9kJiRoVrjsRn2-EYwKNftM,"https://www.google.com/maps/place/Samsung+Service+Center/@12.9081816,77.595093,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae151a8909d9af:0xd37e8d0263846f9f!8m2!3d12.9081816!4d77.5972817?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9081816,""lng"":77.5972817}",2021-02-05T20:22:55.861Z,,,93,93,"[""https://lh5.googleusercontent.com/p/AF1QipMAzWhxiEcZriOvGpou8IbRGyKW2zyWmoHphzfj=w1920-h1080-k-no""]"
Acer service center,,4.1,Electronics store,"The Millennium Complex, 6th Block, Koramangala, Bengaluru, Karnataka 560095",,The Millennium Complex,The Millennium Complex,Bengaluru,560095,Karnataka,IN,"WJPG+WM Bengaluru, Karnataka",,,,,,349,ChIJ9wp4MusVrjsRn1wREuWCt-4,"https://www.google.com/maps/place/Acer+service+center/@12.9373438,77.6245075,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15eb32780af7:0xeeb782e512115c9f!8m2!3d12.9373438!4d77.6266962?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9373438,""lng"":77.6266962}",2021-02-05T20:22:58.164Z,,,8,8,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Croma,,4.1,Electronics store,"Survey No.32, Allalasandra Village B. B. Road, Yelahanka Hobli North, Yelahanka, Bengaluru, Karnataka 560064",,"Survey No.32, Allalasandra Village B. B. Road, Yelahanka Hobli North","Survey No.32, Allalasandra Village B. B. Road, Yelahanka Hobli North",Bengaluru,560064,Karnataka,IN,"3HRV+RG Bengaluru, Karnataka",croma.com,095387 44766,,,,348,ChIJ9Zh-q5gZrjsR1dgKbYUGAmM,"https://www.google.com/maps/place/Croma/@13.092052,77.5916819,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1998ab7e98f5:0x630206856d0ad8d5!8m2!3d13.092052!4d77.5938706?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.092052,""lng"":77.5938706}",2021-02-05T20:23:03.233Z,,,"1,184",1184,"[""https://lh5.googleusercontent.com/p/AF1QipM6vtSQuEXC01A1Bxw8y4NgLdbPMY9ZQtAcvEAQ=w1920-h1080-k-no""]"
Laptop service center,,4.5,Computer store,"Hosa road, Behind HDFC Bank, next to sneha bakery, AECS Layout - A Block, Bengaluru, Karnataka 560068",,"Hosa road, Behind HDFC Bank, next to sneha bakery","Hosa road, Behind HDFC Bank, next to sneha bakery",Bengaluru,560068,Karnataka,IN,"VMH3+8H Bengaluru, Karnataka",business.site,080502 11768,,,,346,ChIJV4MzcUNtrjsRyMmSBEBvAPQ,"https://www.google.com/maps/place/Laptop+service+center/@12.8783689,77.6517936,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae6d4371338357:0xf4006f400492c9c8!8m2!3d12.8783689!4d77.6539823?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.8783689,""lng"":77.6539823}",2021-02-05T20:23:08.207Z,,,13,13,"[""https://lh5.googleusercontent.com/p/AF1QipNfa1Aprm2drgPI-A4-QzZuBfcxqc4QLPVGO9GH=w1920-h1080-k-no""]"
"Apple iPhone, iPad, iWatch, Macbook Service Centre",,1,Mobile phone repair shop,"#79/2 Opposite to Self Defensed, 208 colony, above Mi Preferred Patner, 4th Phase, Yelahanka, Bengaluru, Karnataka 560064",,"#79/2 Opposite to Self Defensed, 208 colony, above Mi Preferred Patner","#79/2 Opposite to Self Defensed, 208 colony, above Mi Preferred Patner",Bengaluru,560064,Karnataka,IN,"4H2G+3J Bengaluru, Karnataka",apple.com,074069 66607,,,,345,ChIJL12UTVUZrjsRIpcQCsrK7ik,"https://www.google.com/maps/place/Apple+iPhone,+iPad,+iWatch,+Macbook+Service+Centre/@13.1002273,77.5743462,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae19554d945d2f:0x29eecaca0a109722!8m2!3d13.1002273!4d77.5765349?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.1002273,""lng"":77.5765349}",2021-02-05T20:23:11.581Z,,,1,1,"[""https://lh5.googleusercontent.com/p/AF1QipP9EamBMOeFNKE6SEVR4kcuBGgI00n0vneGQpDp=w1920-h1080-k-no""]"
Reliance Digital,,4,Electronics store,"Yelahanka Bldg 2039 Yelahanka KHB B sector , 117 SFS B1 and B2, Yelahanka New Town, Bengaluru, Karnataka 560064",,"Yelahanka Bldg 2039 Yelahanka KHB B sector , 117 SFS B1 and B2","Yelahanka Bldg 2039 Yelahanka KHB B sector , 117 SFS B1 and B2",Bengaluru,560064,Karnataka,IN,"3HXM+9Q Bengaluru, Karnataka",reliancedigital.in,080 2856 0866,,,,344,ChIJ7Zxcei0ZrjsRhPeoYLFWHUs,"https://www.google.com/maps/place/Reliance+Digital/@13.0984871,77.5822488,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae192d7a5c9ced:0x4b1d56b160a8f784!8m2!3d13.0984871!4d77.5844375?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0984871,""lng"":77.5844375}",2021-02-05T20:23:14.772Z,,,226,226,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
TVS Electronics Ltd-KA Branch,,,Electronics store,"Door No, 18, 3rd B Cross Rd, Stage 2, Domlur, Bengaluru, Karnataka 560071",,"Door No, 18, 3rd B Cross Rd","Door No, 18, 3rd B Cross Rd",Bengaluru,560071,Karnataka,IN,"XJ9P+2J Bengaluru, Karnataka",tvs-e.in,098805 00662,,,,347,ChIJMyzzaVMVrjsRZMKD2ULil5I,"https://www.google.com/maps/place/TVS+Electronics+Ltd-KA+Branch/@12.9675143,77.6343963,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae155369f32c33:0x9297e242d983c264!8m2!3d12.9675143!4d77.636585?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9675143,""lng"":77.636585}",2021-02-05T20:23:06.251Z,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Nithiya Motors,,4.8,Car service,"Besides Mahaveer Ranches Apartment, Opp S.V Towers, Hosa Rd, Naganathapura, Electronic City, Bengaluru, Karnataka 560100",,"Besides Mahaveer Ranches Apartment, Opp S.V Towers, Hosa Rd","Besides Mahaveer Ranches Apartment, Opp S.V Towers, Hosa Rd",Bengaluru,560100,Karnataka,IN,"VMJC+6C Bengaluru, Karnataka",nithiyamotors.com,099860 39197,,,,343,ChIJt2Mnza5trjsR5Kf9BxySiF4,"https://www.google.com/maps/place/Nithiya+Motors/@12.8805172,77.6688545,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae6daecd2763b7:0x5e88921c07fda7e4!8m2!3d12.8805172!4d77.6710432?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.8805172,""lng"":77.6710432}",2021-02-05T20:23:21.452Z,,,261,261,"[""https://lh5.googleusercontent.com/p/AF1QipPmyDteSucr8khSHtHRUjFsgwuFHv1E55zZ-Ndz=w1920-h1080-k-no""]"
Acer Mall - Exclusive Store,,4.6,Computer store,"Shop No. 314(C), 7th main, 80 Ft road Stage 1,HRBR Layout, Next to Nilgirls Super Market Kalyan Nagar, Kammanahalli, Bengaluru, Karnataka 560043",,"Shop No. 314(C), 7th main, 80 Ft road Stage 1,HRBR Layout, Next to Nilgirls Super Market Kalyan Nagar","Shop No. 314(C), 7th main, 80 Ft road Stage 1,HRBR Layout, Next to Nilgirls Super Market Kalyan Nagar",Bengaluru,560043,Karnataka,IN,"2J9V+J8 Bengaluru, Karnataka",acermall.shopacer.co.in,099168 47555,,,,342,ChIJ6RJ6Jo4XrjsR2lH2qUggmAw,"https://www.google.com/maps/place/Acer+Mall+-+Exclusive+Store/@13.0190054,77.6411264,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae178e267a12e9:0xc982048a9f651da!8m2!3d13.0190054!4d77.6433151?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0190054,""lng"":77.6433151}",2021-02-05T20:23:23.762Z,,,171,171,"[""https://lh5.googleusercontent.com/p/AF1QipO0b09m-XKBqDRxCiNb_xj-1drKtKHjBWfonkAc=w1920-h1080-k-no""]"
Peps Industries Pvt Ltd,,3.9,Mattress store,"V-ID, NGEF Ancillary Industrial Estate,, Mahadevapura,, Bengaluru, Karnataka 560048",,"V-ID, NGEF Ancillary Industrial Estate,, Mahadevapura,","V-ID, NGEF Ancillary Industrial Estate,, Mahadevapura,",Bengaluru,560048,Karnataka,IN,"2P28+W7 Bengaluru, Karnataka",pepsindia.com,080 2852 5831,,,,340,ChIJKdcLgHIRrjsRHEtOiFFFIrQ,"https://www.google.com/maps/place/Peps+Industries+Pvt+Ltd/@13.0022579,77.7135515,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1172800bd729:0xb4224551884e4b1c!8m2!3d13.0022579!4d77.7157402?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":13.0022579,""lng"":77.7157402}",2021-02-05T20:23:28.924Z,,,16,16,"[""https://lh5.googleusercontent.com/p/AF1QipM53BcULSoxxtPnX2IKA77AKvImSA7h5PuThR0m=w1920-h1080-k-no""]"
Croma,,3.9,Electronics store,"Plot No.31, Ground Floor And First Floor Shravanee's Krishna Mansion Outer Ring Road, 100 Feet Ring Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011",,"Plot No.31, Ground Floor And First Floor Shravanee's Krishna Mansion Outer Ring Road, 100 Feet Ring Rd","Plot No.31, Ground Floor And First Floor Shravanee's Krishna Mansion Outer Ring Road, 100 Feet Ring Rd",Bengaluru,560011,Karnataka,IN,"WHQP+W2 Bengaluru, Karnataka",croma.com,096060 40828,,,,339,ChIJd10yHr4VrjsRaRDGOT9nzpc,"https://www.google.com/maps/place/Croma/@12.9397617,77.582821,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15be1e325d77:0x97ce673f39c61069!8m2!3d12.9397617!4d77.5850097?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9397617,""lng"":77.5850097}",2021-02-05T20:23:34.471Z,,,"2,282",2282,"[""https://lh5.googleusercontent.com/p/AF1QipNljyofguFyB5OezwWg2JGfsNOvSOAyTd-eA6iA=w1920-h1080-k-no""]"
HP Care (TVS Electronics),,3.1,Electronics repair shop,"2nd Floor, No9, (Old No.65), 27th Cross, 8th C Main Road, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",,"2nd Floor, No9, (Old No.65), 27th Cross, 8th C Main Road","2nd Floor, No9, (Old No.65), 27th Cross, 8th C Main Road",Bengaluru,560011,Karnataka,IN,"WHJM+44 Bengaluru, Karnataka",hp.com,,,,,337,ChIJ16UcWpgVrjsR5k5wALsKYww,"https://www.google.com/maps/place/HP+Care+(TVS+Electronics)/@12.9303179,77.5806588,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15985a1ca5d7:0xc630abb00704ee6!8m2!3d12.9303186!4d77.5828301?hl=en","https://www.google.com/maps/search/ac+repair+in+malleswaram/@13.088299,77.4705271,12z?hl=en",ac repair in malleswaram,"{""lat"":12.9303186,""lng"":77.5828301}",2021-02-05T20:23:35.386Z,,,"1,235",1235,"[""https://lh5.googleusercontent.com/p/AF1QipOSSqXJIs210cRaVktSAkVbeAT_ucMtH25gaRUt=w1920-h1080-k-no""]"
