title,subTitle,totalScore,categoryName,address,locatedIn,neighborhood,street,city,postalCode,state,countryCode,plusCode,website,phone,temporarilyClosed,permanentlyClosed,isAdvertisement,rank,placeId,url,searchPageUrl,searchString,location,scrapedAt,popularTimesLiveText,popularTimesLivePercent,popularTimesHistogram,reviewsCountText,reviewsCount,imageUrls
Dynamic Nagghama Enterprises,,,Courier service,"60, 6th Main Rd, Tata Silk Farm, Basavanagudi, Bengaluru, Karnataka 560004",,"60, 6th Main Rd","60, 6th Main Rd",Bengaluru,560004,Karnataka,IN,"WHMF+H2 Bengaluru, Karnataka",,095387 00097,,,,234,ChIJSWhCw48VrjsRAuBkJpTAeig,"https://www.google.com/maps/place/Dynamic+Nagghama+Enterprises/@12.9339442,77.5704154,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae158fc3426849:0x287ac0942664e002!8m2!3d12.9339442!4d77.5726041?hl=en","https://www.google.com/maps/search/ac+repair+in+jayanagar/@13.0882696,77.400459,11z?hl=en",ac repair in jayanagar,"{""lat"":12.9339442,""lng"":77.5726041}",2021-02-05T17:07:59.379Z,,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Viveks Limited,,4,Air conditioning contractor,"Bhetal Layout, Langford Town, Shanti Nagar, Bengaluru, Karnataka 560025",,,,Bengaluru,,Karnataka,IN,"XJ43+P2 Bengaluru, Karnataka",viveksindia.com,080 4146 1906,,,,230,ChIJoTLEuhQVrjsReeKzC5BZrpQ,"https://www.google.com/maps/place/Viveks+Limited/@12.9567828,77.600383,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1514bac432a1:0x94ae59900bb3e279!8m2!3d12.9568346!4d77.6025876?hl=en","https://www.google.com/maps/search/ac+repair+in+jayanagar/@13.0882696,77.400459,11z?hl=en",ac repair in jayanagar,"{""lat"":12.9568346,""lng"":77.6025876}",2021-02-05T17:08:16.378Z,,,,4,4,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Hindustan Car Craft,,4.7,Car wash,"#10 39th Cross, 25th Main Rd, near Bunny Bakey, Jayanagar, Bengaluru, Karnataka 560029",,"#10 39th Cross, 25th Main Rd, near Bunny Bakey","#10 39th Cross, 25th Main Rd, near Bunny Bakey",Bengaluru,560029,Karnataka,IN,"WH9R+JC Bengaluru, Karnataka",,093434 44911,,,,227,ChIJWSUSYcoVrjsRe1hCeIfKvRM,"https://www.google.com/maps/place/Hindustan+Car+Craft/@12.9190499,77.5888394,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15ca61122559:0x13bdca877842587b!8m2!3d12.9190499!4d77.5910281?hl=en","https://www.google.com/maps/search/ac+repair+in+jayanagar/@13.0882696,77.400459,11z?hl=en",ac repair in jayanagar,"{""lat"":12.9190499,""lng"":77.5910281}",2021-02-05T17:08:28.434Z,,,,3,3,"[""https://lh5.googleusercontent.com/p/AF1QipOODB1ThfOkUDx4NHZGtiVVtyIpPY1yz7C2PPup=w1920-h1080-k-no""]"
Aditya Car AC,,4.2,Auto air conditioning service,"1st Floor,#27, 100 feet road, Koramanagala ring road, near Bharath Petrol Bunk Koramangala, Ejipura, Bengaluru, Karnataka 560047",,"1st Floor,#27, 100 feet road, Koramanagala ring road, near Bharath Petrol Bunk Koramangala","1st Floor,#27, 100 feet road, Koramanagala ring road, near Bharath Petrol Bunk Koramangala",Bengaluru,560047,Karnataka,IN,"WJQJ+CM Bengaluru, Karnataka",adityacarairconditioners.com,098450 59625,,,,228,ChIJ____P3UVrjsRLB06HyrlwcI,"https://www.google.com/maps/place/Aditya+Car+AC/@12.9386102,77.629437,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15753fffffff:0xc2c1e52a1f3a1d2c!8m2!3d12.9386102!4d77.6316257?hl=en","https://www.google.com/maps/search/ac+repair+in+jayanagar/@13.0882696,77.400459,11z?hl=en",ac repair in jayanagar,"{""lat"":12.9386102,""lng"":77.6316257}",2021-02-05T17:08:32.126Z,,,"{""Su"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":2},{""hour"":10,""occupancyPercent"":2},{""hour"":11,""occupancyPercent"":2},{""hour"":12,""occupancyPercent"":2},{""hour"":13,""occupancyPercent"":0},{""hour"":14,""occupancyPercent"":0},{""hour"":15,""occupancyPercent"":0},{""hour"":16,""occupancyPercent"":0},{""hour"":17,""occupancyPercent"":0},{""hour"":18,""occupancyPercent"":0},{""hour"":19,""occupancyPercent"":0},{""hour"":20,""occupancyPercent"":0},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Mo"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":12},{""hour"":10,""occupancyPercent"":25},{""hour"":11,""occupancyPercent"":37},{""hour"":12,""occupancyPercent"":49},{""hour"":13,""occupancyPercent"":58},{""hour"":14,""occupancyPercent"":63},{""hour"":15,""occupancyPercent"":64},{""hour"":16,""occupancyPercent"":60},{""hour"":17,""occupancyPercent"":54},{""hour"":18,""occupancyPercent"":46},{""hour"":19,""occupancyPercent"":36},{""hour"":20,""occupancyPercent"":0},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Tu"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":16},{""hour"":10,""occupancyPercent"":40},{""hour"":11,""occupancyPercent"":59},{""hour"":12,""occupancyPercent"":67},{""hour"":13,""occupancyPercent"":64},{""hour"":14,""occupancyPercent"":56},{""hour"":15,""occupancyPercent"":54},{""hour"":16,""occupancyPercent"":60},{""hour"":17,""occupancyPercent"":68},{""hour"":18,""occupancyPercent"":65},{""hour"":19,""occupancyPercent"":48},{""hour"":20,""occupancyPercent"":0},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""We"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":41},{""hour"":10,""occupancyPercent"":53},{""hour"":11,""occupancyPercent"":63},{""hour"":12,""occupancyPercent"":73},{""hour"":13,""occupancyPercent"":81},{""hour"":14,""occupancyPercent"":86},{""hour"":15,""occupancyPercent"":86},{""hour"":16,""occupancyPercent"":81},{""hour"":17,""occupancyPercent"":72},{""hour"":18,""occupancyPercent"":60},{""hour"":19,""occupancyPercent"":46},{""hour"":20,""occupancyPercent"":0},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Th"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":18},{""hour"":10,""occupancyPercent"":35},{""hour"":11,""occupancyPercent"":55},{""hour"":12,""occupancyPercent"":73},{""hour"":13,""occupancyPercent"":87},{""hour"":14,""occupancyPercent"":94},{""hour"":15,""occupancyPercent"":98},{""hour"":16,""occupancyPercent"":98},{""hour"":17,""occupancyPercent"":94},{""hour"":18,""occupancyPercent"":86},{""hour"":19,""occupancyPercent"":72},{""hour"":20,""occupancyPercent"":0},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Fr"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":41},{""hour"":10,""occupancyPercent"":59},{""hour"":11,""occupancyPercent"":72},{""hour"":12,""occupancyPercent"":78},{""hour"":13,""occupancyPercent"":77},{""hour"":14,""occupancyPercent"":74},{""hour"":15,""occupancyPercent"":78},{""hour"":16,""occupancyPercent"":84},{""hour"":17,""occupancyPercent"":84},{""hour"":18,""occupancyPercent"":69},{""hour"":19,""occupancyPercent"":39},{""hour"":20,""occupancyPercent"":0},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Sa"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":11},{""hour"":10,""occupancyPercent"":25},{""hour"":11,""occupancyPercent"":43},{""hour"":12,""occupancyPercent"":62},{""hour"":13,""occupancyPercent"":81},{""hour"":14,""occupancyPercent"":93},{""hour"":15,""occupancyPercent"":100},{""hour"":16,""occupancyPercent"":94},{""hour"":17,""occupancyPercent"":83},{""hour"":18,""occupancyPercent"":65},{""hour"":19,""occupancyPercent"":46},{""hour"":20,""occupancyPercent"":0},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}]}",126,126,"[""https://lh5.googleusercontent.com/p/AF1QipN4eOiVIBE2sUsnVdSKNo98NodfXMyDeI8PKWI=w1920-h1080-k-no""]"
Globetek,,5,Electronics store,"122, 27th Cross, 7th Block, Jaya Nagar, In Bitwten Sbm Bank & Bajaj Popular Show Room, Jaya Nagar, Bengaluru, Karnataka 560082",,"122, 27th Cross, 7th Block, Jaya Nagar, In Bitwten Sbm Bank & Bajaj Popular Show Room, Jaya Nagar","122, 27th Cross, 7th Block, Jaya Nagar, In Bitwten Sbm Bank & Bajaj Popular Show Room, Jaya Nagar",Bengaluru,560082,Karnataka,IN,,globetek.in,080 2663 5776,,,,224,ChIJxdX3TpgVrjsRZ7SAC8YMm_8,"https://www.google.com/maps/place/Globetek/@12.9273161,77.3104352,10z/data=!3m1!4b1!4m5!3m4!1s0x3bae15984ef7d5c5:0xff9b0cc60b80b467!8m2!3d12.9274655!4d77.5906305?hl=en","https://www.google.com/maps/search/ac+repair+in+jayanagar/@13.0882696,77.400459,11z?hl=en",ac repair in jayanagar,"{""lat"":12.9274655,""lng"":77.5906305}",2021-02-05T17:08:32.940Z,,,,1,1,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Sharanu Airconditioners,,4.8,Air conditioning system supplier,"#468-1, 14 th Cross, off, Krishna Rajendra Rd, 3rd Main, Shastri Nagar, 7th Block, Bengaluru, Karnataka 560028",,"#468-1, 14 th Cross, off, Krishna Rajendra Rd","#468-1, 14 th Cross, off, Krishna Rajendra Rd",Bengaluru,560028,Karnataka,IN,"WHJC+4X Bengaluru, Karnataka",sharanuaircon.com,080 2676 5143,,,,222,ChIJxdX3TpgVrjsR2mlyv7d2JA4,"https://www.google.com/maps/place/Sharanu+Airconditioners/@12.930285,77.5702643,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15984ef7d5c5:0xe2476b7bf7269da!8m2!3d12.930285!4d77.572453?hl=en","https://www.google.com/maps/search/ac+repair+in+jayanagar/@13.0882696,77.400459,11z?hl=en",ac repair in jayanagar,"{""lat"":12.930285,""lng"":77.572453}",2021-02-05T17:08:43.319Z,,,,17,17,"[""https://lh5.googleusercontent.com/p/AF1QipP4r5ziZz2QGE6kSJQnb7ZKs6q1coSQ_VnYxNbz=w1920-h1080-k-no""]"
ARVINDA Dee Complete Appliances Store,,4.3,Appliance store,"No 1295/2 9th Block, 25th Main Rd, Putlanpalya, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069",,"No 1295/2 9th Block, 25th Main Rd","No 1295/2 9th Block, 25th Main Rd",Bengaluru,560069,Karnataka,IN,"WH9V+C3 Bengaluru, Karnataka",instagram.com,080 4130 1989,,,,223,ChIJQTrFCQkVrjsR1FVFiVS8r4g,"https://www.google.com/maps/place/ARVINDA+Dee+Complete+Appliances+Store/@12.91855,77.5905263,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae150909c53a41:0x88afbc54894555d4!8m2!3d12.9185496!4d77.5927509?hl=en","https://www.google.com/maps/search/ac+repair+in+jayanagar/@13.0882696,77.400459,11z?hl=en",ac repair in jayanagar,"{""lat"":12.9185496,""lng"":77.5927509}",2021-02-05T17:08:49.651Z,,,"{""Su"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":1},{""hour"":9,""occupancyPercent"":5},{""hour"":10,""occupancyPercent"":20},{""hour"":11,""occupancyPercent"":42},{""hour"":12,""occupancyPercent"":64},{""hour"":13,""occupancyPercent"":78},{""hour"":14,""occupancyPercent"":77},{""hour"":15,""occupancyPercent"":69},{""hour"":16,""occupancyPercent"":68},{""hour"":17,""occupancyPercent"":82},{""hour"":18,""occupancyPercent"":98},{""hour"":19,""occupancyPercent"":97},{""hour"":20,""occupancyPercent"":72},{""hour"":21,""occupancyPercent"":40},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Mo"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":6},{""hour"":9,""occupancyPercent"":12},{""hour"":10,""occupancyPercent"":19},{""hour"":11,""occupancyPercent"":25},{""hour"":12,""occupancyPercent"":32},{""hour"":13,""occupancyPercent"":37},{""hour"":14,""occupancyPercent"":40},{""hour"":15,""occupancyPercent"":41},{""hour"":16,""occupancyPercent"":41},{""hour"":17,""occupancyPercent"":44},{""hour"":18,""occupancyPercent"":53},{""hour"":19,""occupancyPercent"":60},{""hour"":20,""occupancyPercent"":53},{""hour"":21,""occupancyPercent"":33},{""hour"":22,""occupancyPercent"":13},{""hour"":23,""occupancyPercent"":0}],""Tu"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":9},{""hour"":10,""occupancyPercent"":24},{""hour"":11,""occupancyPercent"":41},{""hour"":12,""occupancyPercent"":54},{""hour"":13,""occupancyPercent"":56},{""hour"":14,""occupancyPercent"":51},{""hour"":15,""occupancyPercent"":46},{""hour"":16,""occupancyPercent"":47},{""hour"":17,""occupancyPercent"":52},{""hour"":18,""occupancyPercent"":53},{""hour"":19,""occupancyPercent"":46},{""hour"":20,""occupancyPercent"":32},{""hour"":21,""occupancyPercent"":18},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""We"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":6},{""hour"":9,""occupancyPercent"":14},{""hour"":10,""occupancyPercent"":25},{""hour"":11,""occupancyPercent"":36},{""hour"":12,""occupancyPercent"":44},{""hour"":13,""occupancyPercent"":48},{""hour"":14,""occupancyPercent"":46},{""hour"":15,""occupancyPercent"":42},{""hour"":16,""occupancyPercent"":39},{""hour"":17,""occupancyPercent"":44},{""hour"":18,""occupancyPercent"":53},{""hour"":19,""occupancyPercent"":56},{""hour"":20,""occupancyPercent"":46},{""hour"":21,""occupancyPercent"":27},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Th"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":4},{""hour"":9,""occupancyPercent"":12},{""hour"":10,""occupancyPercent"":23},{""hour"":11,""occupancyPercent"":34},{""hour"":12,""occupancyPercent"":41},{""hour"":13,""occupancyPercent"":44},{""hour"":14,""occupancyPercent"":41},{""hour"":15,""occupancyPercent"":36},{""hour"":16,""occupancyPercent"":37},{""hour"":17,""occupancyPercent"":47},{""hour"":18,""occupancyPercent"":60},{""hour"":19,""occupancyPercent"":61},{""hour"":20,""occupancyPercent"":45},{""hour"":21,""occupancyPercent"":22},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Fr"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":4},{""hour"":9,""occupancyPercent"":11},{""hour"":10,""occupancyPercent"":19},{""hour"":11,""occupancyPercent"":28},{""hour"":12,""occupancyPercent"":36},{""hour"":13,""occupancyPercent"":42},{""hour"":14,""occupancyPercent"":45},{""hour"":15,""occupancyPercent"":46},{""hour"":16,""occupancyPercent"":50},{""hour"":17,""occupancyPercent"":61},{""hour"":18,""occupancyPercent"":74},{""hour"":19,""occupancyPercent"":74},{""hour"":20,""occupancyPercent"":54},{""hour"":21,""occupancyPercent"":26},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Sa"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":1},{""hour"":9,""occupancyPercent"":9},{""hour"":10,""occupancyPercent"":27},{""hour"":11,""occupancyPercent"":44},{""hour"":12,""occupancyPercent"":51},{""hour"":13,""occupancyPercent"":47},{""hour"":14,""occupancyPercent"":42},{""hour"":15,""occupancyPercent"":49},{""hour"":16,""occupancyPercent"":70},{""hour"":17,""occupancyPercent"":93},{""hour"":18,""occupancyPercent"":100},{""hour"":19,""occupancyPercent"":85},{""hour"":20,""occupancyPercent"":56},{""hour"":21,""occupancyPercent"":29},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}]}",441,441,"[""https://lh5.googleusercontent.com/p/AF1QipMGZ2OlvFQOB8uJA71LAE1JBaZxj3cqYaAVJ_EG=w1920-h1080-k-no""]"
AQSA AIR CONDITIONER'S PRIVATE LIMITED,,,Air conditioning contractor,"NO. 22/A, 1st Cross Rd, Mico Layout, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka 560076",,"NO. 22/A, 1st Cross Rd","NO. 22/A, 1st Cross Rd",Bengaluru,560076,Karnataka,IN,"WJ53+9P Bengaluru, Karnataka",aqsaindia.com,077953 51012,,,,226,ChIJL0q_6sUVrjsRjR6VPiW_I3o,"https://www.google.com/maps/place/AQSA+AIR+CONDITIONER'S+PRIVATE+LIMITED/@12.9084203,77.6021696,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae15c5eabf4a2f:0x7a23bf253e951e8d!8m2!3d12.9084203!4d77.6043583?hl=en","https://www.google.com/maps/search/ac+repair+in+jayanagar/@13.0882696,77.400459,11z?hl=en",ac repair in jayanagar,"{""lat"":12.9084203,""lng"":77.6043583}",2021-02-05T17:08:35.435Z,,,,,,"[""https://maps.gstatic.com/tactile/pane/default_geocode-1x.png""]"
Asus Mobile Service Center 1,,4.3,Telecommunications service provider,"no78, 1st FLOOR, 8th F Main Rd, next to D KRISHNA LODGE, Jayanagar, Bengaluru, Karnataka 560011",,"no78, 1st FLOOR, 8th F Main Rd, next to D KRISHNA LODGE","no78, 1st FLOOR, 8th F Main Rd, next to D KRISHNA LODGE",Bengaluru,560011,Karnataka,IN,"WHJM+99 Bengaluru, Karnataka",asus.com,,,,,225,ChIJJcXDaZgVrjsRbhc_9R_bEzw,"https://www.google.com/maps/place/Asus+Mobile+Service+Center+1/@12.930893,77.5813093,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae159869c3c525:0x3c13db1ff53f176e!8m2!3d12.930893!4d77.583498?hl=en","https://www.google.com/maps/search/ac+repair+in+jayanagar/@13.0882696,77.400459,11z?hl=en",ac repair in jayanagar,"{""lat"":12.930893,""lng"":77.583498}",2021-02-05T17:08:53.963Z,,,,207,207,"[""https://lh5.googleusercontent.com/p/AF1QipPV_pnT5mF-s6hA-OAxAEq8ULA2zhIeNEfrumca=w1920-h1080-k-no""]"
BTC Bazaar,,5,Air conditioning store,"post office, 35/1, BTS Road, Near mico back gate near adugodi, Dasarahalli Main Rd, Bannerughatta, Bengaluru, Karnataka 560030",,"post office, 35/1, BTS Road, Near mico back gate near adugodi, Dasarahalli Main Rd","post office, 35/1, BTS Road, Near mico back gate near adugodi, Dasarahalli Main Rd",Bengaluru,560030,Karnataka,IN,"WJX2+9W Bengaluru, Karnataka",,098863 71234,,,,221,ChIJe6pgqjgVrjsRwsR2XQ-RM9E,"https://www.google.com/maps/place/BTC+Bazaar/@12.9483818,77.6001654,17z/data=!3m1!4b1!4m5!3m4!1s0x3bae1538aa60aa7b:0xd133910f5d76c4c2!8m2!3d12.9483818!4d77.6023541?hl=en","https://www.google.com/maps/search/ac+repair+in+jayanagar/@13.0882696,77.400459,11z?hl=en",ac repair in jayanagar,"{""lat"":12.9483818,""lng"":77.6023541}",2021-02-05T17:08:57.497Z,,,"{""Su"":[],""Mo"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":30},{""hour"":10,""occupancyPercent"":65},{""hour"":11,""occupancyPercent"":65},{""hour"":12,""occupancyPercent"":42},{""hour"":13,""occupancyPercent"":42},{""hour"":14,""occupancyPercent"":53},{""hour"":15,""occupancyPercent"":57},{""hour"":16,""occupancyPercent"":42},{""hour"":17,""occupancyPercent"":23},{""hour"":18,""occupancyPercent"":11},{""hour"":19,""occupancyPercent"":3},{""hour"":20,""occupancyPercent"":0},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Tu"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":46},{""hour"":10,""occupancyPercent"":84},{""hour"":11,""occupancyPercent"":88},{""hour"":12,""occupancyPercent"":73},{""hour"":13,""occupancyPercent"":84},{""hour"":14,""occupancyPercent"":100},{""hour"":15,""occupancyPercent"":88},{""hour"":16,""occupancyPercent"":61},{""hour"":17,""occupancyPercent"":30},{""hour"":18,""occupancyPercent"":11},{""hour"":19,""occupancyPercent"":3},{""hour"":20,""occupancyPercent"":0},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""We"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":53},{""hour"":10,""occupancyPercent"":80},{""hour"":11,""occupancyPercent"":69},{""hour"":12,""occupancyPercent"":61},{""hour"":13,""occupancyPercent"":69},{""hour"":14,""occupancyPercent"":80},{""hour"":15,""occupancyPercent"":80},{""hour"":16,""occupancyPercent"":73},{""hour"":17,""occupancyPercent"":53},{""hour"":18,""occupancyPercent"":38},{""hour"":19,""occupancyPercent"":23},{""hour"":20,""occupancyPercent"":11},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Th"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":30},{""hour"":10,""occupancyPercent"":50},{""hour"":11,""occupancyPercent"":65},{""hour"":12,""occupancyPercent"":69},{""hour"":13,""occupancyPercent"":61},{""hour"":14,""occupancyPercent"":42},{""hour"":15,""occupancyPercent"":34},{""hour"":16,""occupancyPercent"":42},{""hour"":17,""occupancyPercent"":42},{""hour"":18,""occupancyPercent"":19},{""hour"":19,""occupancyPercent"":0},{""hour"":20,""occupancyPercent"":0},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Fr"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":100},{""hour"":10,""occupancyPercent"":76},{""hour"":11,""occupancyPercent"":53},{""hour"":12,""occupancyPercent"":73},{""hour"":13,""occupancyPercent"":73},{""hour"":14,""occupancyPercent"":57},{""hour"":15,""occupancyPercent"":42},{""hour"":16,""occupancyPercent"":42},{""hour"":17,""occupancyPercent"":42},{""hour"":18,""occupancyPercent"":30},{""hour"":19,""occupancyPercent"":15},{""hour"":20,""occupancyPercent"":0},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}],""Sa"":[{""hour"":6,""occupancyPercent"":0},{""hour"":7,""occupancyPercent"":0},{""hour"":8,""occupancyPercent"":0},{""hour"":9,""occupancyPercent"":26},{""hour"":10,""occupancyPercent"":65},{""hour"":11,""occupancyPercent"":69},{""hour"":12,""occupancyPercent"":46},{""hour"":13,""occupancyPercent"":42},{""hour"":14,""occupancyPercent"":53},{""hour"":15,""occupancyPercent"":57},{""hour"":16,""occupancyPercent"":50},{""hour"":17,""occupancyPercent"":34},{""hour"":18,""occupancyPercent"":19},{""hour"":19,""occupancyPercent"":0},{""hour"":20,""occupancyPercent"":3},{""hour"":21,""occupancyPercent"":0},{""hour"":22,""occupancyPercent"":0},{""hour"":23,""occupancyPercent"":0}]}",8,8,"[""https://lh5.googleusercontent.com/p/AF1QipOMqa8hQ1zTjAchdIm46mj7ej2U884tFB2qx1Ev=w1920-h1080-k-no""]"
